exp,trap,cup,start,start,start,start,end,end,end,end,time,depth,pc,pc,pn,pn,pp,pp,pic,psi,mass,mass,n15,n15
,,,month,day,year,hour,month,day,year,hour,,,mean,sd,mean,sd,mean,sd,,,mean,sd,mean,sd
#,#,#,,,,,,,,,(days),(m),mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,mg/m2/d,permil,permil
,,,,,,,,,,,,,,,,,,,,,,,,
6,2,12,6,4,1998,14,6,19,1998,12,14.9,4000,2.5,0.13,0.18,0.01,0.02468,0.00165,0.874,1.351,15.4,0.37,1.7,1.19
6,2,13,6,19,1998,12,7,4,1998,10,14.9,4000,2.42,0.27,0.16,0.01,0.01568,0.00255,0.979,1.248,11.45,0.47,0.56,1.36
6,2,14,7,4,1998,10,7,19,1998,8,14.9,4000,2.2,0.05,0.14,0.01,0.01492,0.00234,1.083,1.039,10.24,0.69,1.54,0.17
6,2,15,7,19,1998,8,8,3,1998,6,14.9,4000,3.35,0.08,0.2,0,0.02063,0.00099,1.607,1.502,18.25,1.54,2.62,2.13
6,2,16,8,3,1998,6,8,18,1998,4,14.9,4000,3.62,0.14,0.2,0.02,0.03067,0.00045,1.623,1.774,20.39,1,2.1,0.01
6,2,17,8,18,1998,4,9,2,1998,2,14.9,4000,4.57,0.29,0.27,0.02,0.02677,0.00428,1.854,2.147,26.85,1.41,1.96,0.01
6,2,18,9,2,1998,2,9,17,1998,0,14.9,4000,5.7,0.15,0.33,0.02,0.03695,0.00024,2.456,3.011,30.22,2.61,2.09,0.16
6,2,19,9,17,1998,0,10,1,1998,22,14.9,4000,3.04,0.46,0.16,0.04,0.02805,0.00345,1.634,1.66,16.08,2.93,2.18,0.66
6,2,20,10,1,1998,22,10,16,1998,20,14.9,4000,2.38,0.09,0.14,0.01,0.02568,0.00343,0.944,1.684,12.73,0.12,1.67,0.45
6,2,21,10,16,1998,20,10,31,1998,18,14.9,4000,1.73,0.01,0.1,0.01,0.0159,0.00163,0.762,1.254,9.18,0.51,1.97,0.37
7,1,1,11,19,1998,0,12,5,1998,12,16.5,2800,2.46,0.05,0.22,0.01,0.03286,0.00182,0.387,0.983,18.51,0.15,-9,-9
7,1,2,12,5,1998,12,12,22,1998,0,16.5,2800,4.35,0.03,0.41,0.05,0.01561,0.00182,0.698,1.145,16.64,0.42,-9,-9
7,1,3,12,22,1998,0,1,7,1999,12,16.5,2800,4.79,0.45,0.42,0.07,0.01967,0.00201,0.805,1.104,15.66,3.34,-9,-9
7,1,4,1,7,1999,12,1,24,1999,0,16.5,2800,4.54,0.05,0.39,0.02,0.01673,0.00173,0.973,1.07,11.11,0.29,-9,-9
7,1,5,1,24,1999,0,2,9,1999,12,16.5,2800,4.76,0.03,0.4,0,0.01753,0.00462,0.984,1.182,12.61,1.02,-9,-9
7,1,6,2,9,1999,12,2,26,1999,0,16.5,2800,3.08,0.09,0.22,0.02,0.01428,0.00124,0.93,0.928,9.07,0.24,-9,-9
7,1,7,2,26,1999,0,3,14,1999,12,16.5,2800,5.33,0.09,0.42,0.02,0.02714,0.00163,1.25,1.558,13.45,0.96,-9,-9
7,1,8,3,14,1999,12,3,31,1999,0,16.5,2800,5.71,0.09,0.42,0,0.02065,0.0024,1.617,1.359,18.99,3.97,-9,-9
7,1,9,3,31,1999,0,4,16,1999,12,16.5,2800,6.65,0.13,0.49,0.02,0.0293,0.00856,1.524,1.923,16.77,3.34,-9,-9
7,1,10,4,16,1999,12,5,3,1999,0,16.5,2800,6.26,0.32,0.45,0,0.02965,0.01028,1.876,1.727,16.38,3.43,-9,-9
7,1,11,5,3,1999,0,5,19,1999,12,16.5,2800,4.29,0.05,0.29,0.04,0.01705,0.00182,1.453,1.96,16.87,1.6,-9,-9
7,1,12,5,19,1999,12,6,5,1999,0,16.5,2800,3.65,0.18,0.21,0.02,0.01967,0.00652,1.361,1.484,14.43,2.23,-9,-9
7,1,13,6,5,1999,0,6,21,1999,12,16.5,2800,2.98,0.25,0.21,0.03,0.01609,0.00172,1.432,1.366,12.91,0.97,-9,-9
7,1,14,6,21,1999,12,7,8,1999,0,16.5,2800,4.63,0.15,0.26,0.01,0.01432,0.00077,2.773,1.828,17.78,1.35,-9,-9
7,1,15,7,8,1999,0,7,24,1999,12,16.5,2800,3.56,0.18,0.26,0.07,0.02639,0.01009,1.425,1.346,15.02,6.02,-9,-9
7,1,16,7,24,1999,12,8,10,1999,0,16.5,2800,3.54,0.02,0.27,0.07,0.01769,0.00278,1.371,1.465,13.37,0.22,-9,-9
7,1,17,8,10,1999,0,8,26,1999,12,16.5,2800,3.3,0.08,0.25,0.04,0.01543,0.00212,1.255,1.41,11.67,1.02,-9,-9
7,1,18,8,26,1999,12,9,12,1999,0,16.5,2800,4.21,0.15,0.18,0.04,0.02443,0.00453,1.524,1.333,13.49,4.94,-9,-9
7,1,19,9,12,1999,0,9,28,1999,12,16.5,2800,3.32,0.14,0.23,0.05,0.01808,0.00202,1.318,1.5,12.26,1.11,-9,-9
7,1,20,9,28,1999,12,10,15,1999,0,16.5,2800,2.84,0.37,0.21,0.02,0.02477,0.00019,1.147,1.316,10.89,0.63,-9,-9
7,2,1,11,19,1998,0,12,5,1998,12,16.5,4000,1.66,0.05,0.11,0.01,0.01183,0.00246,0.604,0.788,9.1,0.99,2.2,0.21
7,2,2,12,5,1998,12,12,22,1998,0,16.5,4000,1.54,0.05,0.11,0.01,0.01484,0.00198,0.628,0.854,8.06,0.19,3.75,1.4
7,2,3,12,22,1998,0,1,7,1999,12,16.5,4000,2.7,0.16,0.18,0.01,0.02697,0.01052,0.901,1.453,13.32,0.47,3.39,0.09
7,2,4,1,7,1999,12,1,24,1999,0,16.5,4000,1.96,0.1,0.13,0.02,0.01714,0.00256,0.899,1.019,8.35,2.62,3.97,0.66
7,2,5,1,24,1999,0,2,9,1999,12,16.5,4000,2.14,0.08,0.13,0.02,0.01894,0.00161,0.935,1.023,9.41,1.97,2.82,0.06
7,2,6,2,9,1999,12,2,26,1999,0,16.5,4000,3,0.22,0.16,0.03,0.01407,0.00208,1.082,1.103,11.97,1.02,3.37,0.53
7,2,7,2,26,1999,0,3,14,1999,12,16.5,4000,2.14,0.13,0.12,0.04,0.01055,0.00152,0.962,0.977,12.63,5.58,0.63,3.05
7,2,8,3,14,1999,12,3,31,1999,0,16.5,4000,3.21,0.15,0.21,0.01,0.02372,0.00775,1.309,1.748,15.41,2.61,3.04,0.17
7,2,9,3,31,1999,0,4,16,1999,12,16.5,4000,3.43,0.18,0.22,0.02,0.0172,0.0018,1.295,1.794,19.89,1.7,2.57,0.43
7,2,10,4,16,1999,12,5,3,1999,0,16.5,4000,2.71,0.22,0.19,0.02,0.0186,0.00171,1.135,1.329,11.68,0.19,2.61,0.49
7,2,11,5,3,1999,0,5,19,1999,12,16.5,4000,3.1,0.13,0.24,0.02,0.01878,0.00057,1.308,1.695,14.47,2.06,2.92,0.15
7,2,12,5,19,1999,12,6,5,1999,0,16.5,4000,3.18,0.09,0.24,0.02,0.02296,0.00435,1.291,1.512,13.65,2.58,2.62,0.45
7,2,13,6,5,1999,0,6,21,1999,12,16.5,4000,2.95,0.3,0.19,0.02,0.01565,0.00218,1.447,1.184,11.68,0.29,2.23,0.17
7,2,14,6,21,1999,12,7,8,1999,0,16.5,4000,2.73,0.12,0.22,0.05,0.01666,0.00132,1.022,1.327,10.15,2.04,3.8,1.22
7,2,15,7,8,1999,0,7,24,1999,12,16.5,4000,3.09,0.17,0.21,0.05,0.01925,0.00131,1.457,1.28,13.85,3.42,2.51,0.5
7,2,16,7,24,1999,12,8,10,1999,0,16.5,4000,4.1,0.37,0.23,0.02,0.04331,0.03337,2.074,1.489,15.28,0.56,3.24,0.79
7,2,17,8,10,1999,0,8,26,1999,12,16.5,4000,1.74,0.14,0.1,0.01,0.01876,0.00388,0.771,0.771,6.39,0.06,3.2,0.78
7,2,18,8,26,1999,12,9,12,1999,0,16.5,4000,2.33,0.07,0.13,0.01,0.01721,0.00104,1.065,1.158,10.75,0.14,3.23,0.91
7,2,19,9,12,1999,0,9,28,1999,12,16.5,4000,2.75,0.19,0.17,0.04,0.01339,0.00009,1.102,1.125,11.4,2.45,3.04,3.15
7,2,20,9,28,1999,12,10,15,1999,0,16.5,4000,2.49,0.12,0.16,0.04,0.025,0.00682,1.142,1.219,11.72,0.84,2.47,0.12
8,1,1,11,14,1999,0,11,29,1999,18,15.7,2800,1.95,0.08,0.149,0.029,0.01266,0.00189,0.882,0.992,12.18,0.81,-9,-9
8,1,2,11,29,1999,18,12,15,1999,12,15.7,2800,3.25,-9,0.221,-9,0.02346,0.00443,1.591,1.397,17.76,0.05,-9,-9
8,1,3,12,15,1999,12,12,31,1999,6,15.7,2800,4.19,0.71,0.256,0.098,0.04204,0.00893,1.829,1.603,20.51,2.22,-9,-9
8,1,4,12,31,1999,6,1,16,2000,0,15.7,2800,4.03,0.12,0.235,0.017,0.04233,0.00333,2.148,1.746,26.03,1.2,-9,-9
8,1,5,1,16,2000,0,1,31,2000,18,15.7,2800,3.5,0.78,0.224,0.046,0.03081,0.00254,1.611,1.629,20.76,0.86,-9,-9
8,1,6,1,31,2000,18,2,16,2000,12,15.7,2800,2.73,0.73,0.2,0.014,0.03335,0.00176,1.436,1.482,17.65,0.35,-9,-9
8,1,7,2,16,2000,12,3,3,2000,6,15.7,2800,5.33,0.41,0.347,0.067,0.06355,0.00593,2.639,2.491,35.76,2.49,-9,-9
8,1,8,3,3,2000,6,3,19,2000,0,15.7,2800,5.83,0.12,0.378,0.039,0.05731,0.00878,2.38,2.058,31.44,1.12,-9,-9
8,1,9,3,19,2000,0,4,3,2000,18,15.7,2800,3.6,0.31,0.279,0.057,0.04185,0.00263,1.4,1.633,19.51,0.73,-9,-9
8,1,10,4,3,2000,18,4,19,2000,12,15.7,2800,2.61,0.15,0.192,0.002,0.06439,0.0045,1.204,1.18,11.97,0.64,-9,-9
8,1,11,4,19,2000,12,5,5,2000,6,15.7,2800,3.63,0.04,0.22,0.035,0.02132,0.0002,2.127,1.623,16.23,2.67,-9,-9
8,1,12,5,5,2000,6,5,21,2000,0,15.7,2800,2.71,0.07,0.167,0.007,0.01653,0.0016,1.361,1.342,12.43,3.09,-9,-9
8,1,13,5,21,2000,0,6,5,2000,18,15.7,2800,2.87,0.17,0.186,0.016,0.01868,0.00148,1.288,1.408,14.31,2.83,-9,-9
8,1,14,6,5,2000,18,6,21,2000,12,15.7,2800,3.83,0.22,0.272,0.016,0.0277,0.0031,1.58,1.531,14.53,0.05,-9,-9
8,1,15,6,21,2000,12,7,7,2000,6,15.7,2800,3.76,0.2,0.263,0.004,0.0276,0.00264,1.619,1.728,17.2,1.45,-9,-9
8,1,16,7,7,2000,6,7,23,2000,0,15.7,2800,7.44,0.07,0.648,0.021,0.04586,0.00335,2.217,3.982,31.47,4.95,-9,-9
8,1,17,7,23,2000,0,8,7,2000,18,15.7,2800,23.26,4.58,1.989,0.31,0.09933,0.00226,3.28,9.311,69.7,3.1,-9,-9
8,1,18,8,7,2000,18,8,23,2000,12,15.7,2800,14.75,0,1.295,0.091,0.07548,0.00939,2.358,6.917,43.9,0.44,-9,-9
8,1,19,8,23,2000,12,9,8,2000,6,15.7,2800,6.2,0.04,0.494,0.011,0.03551,0.00519,1.761,3.351,23.33,1.53,-9,-9
8,1,20,9,8,2000,6,9,24,2000,0,15.7,2800,2.6,0.66,0.417,0.433,0.01856,0.00097,0.944,1.568,10.05,0.68,-9,-9
8,1,21,9,24,2000,0,10,9,2000,18,15.7,2800,2.53,0.13,0.312,0.183,0.01377,0.00185,0.679,1.288,12.44,3.54,-9,-9
8,2,1,11,14,1999,0,11,29,1999,18,15.7,4000,1.74,0.11,0.134,0.021,0.01397,0.00302,1.163,1.055,9.01,0.36,4.05,0
8,2,2,11,29,1999,18,12,15,1999,12,15.7,4000,2.47,0.06,0.148,0.026,0.01982,0.00419,1.459,1.208,16.6,1.56,4.89,0
8,2,3,12,15,1999,12,12,31,1999,6,15.7,4000,3.03,0,0.183,0.002,0.0281,0.0045,1.48,1.57,19.36,2.87,4.36,0
8,2,4,12,31,1999,6,1,16,2000,0,15.7,4000,2.28,0.02,0.147,0.011,0.02481,0.0007,1.261,1.125,13.58,2.82,5.29,0
8,2,5,1,16,2000,0,1,31,2000,18,15.7,4000,1.87,0.2,0.128,0,0.01777,0.00031,1.06,1.117,12.29,0.86,5.48,0
8,2,6,1,31,2000,18,2,16,2000,12,15.7,4000,2.71,0.17,0.184,0.004,0.03048,0.00164,1.203,1.615,18.16,2.36,5.95,0
8,2,7,2,16,2000,12,3,3,2000,6,15.7,4000,2.95,0.18,0.206,0.067,0.02583,0.00036,1.568,1.422,18.58,0.69,3.11,0
8,2,8,3,3,2000,6,3,19,2000,0,15.7,4000,3.02,0.05,0.231,0.061,0.04461,0.00078,1.623,1.504,19.22,1.2,5.34,0
8,2,9,3,19,2000,0,4,3,2000,18,15.7,4000,3.57,0.33,0.225,0.012,0.0393,0.00021,1.819,1.825,22.42,2.28,3.33,0
8,2,10,4,3,2000,18,4,19,2000,12,15.7,4000,2.74,0.27,0.185,0.007,0.02754,0.0055,1.623,1.29,16.07,2.01,2.64,0
8,2,11,4,19,2000,12,5,5,2000,6,15.7,4000,3.12,0.41,0.206,0.002,0.03158,0.0001,1.526,1.568,18.69,1.51,3.19,0
8,2,12,5,5,2000,6,5,21,2000,0,15.7,4000,1.69,0.03,0.113,0.021,0.01592,0.01566,0.85,0.913,8.39,3.08,4.63,0
8,2,13,5,21,2000,0,6,5,2000,18,15.7,4000,2.85,0.13,0.181,0.003,0.02525,0.00283,1.399,1.427,14.15,0.19,0.77,0
8,2,14,6,5,2000,18,6,21,2000,12,15.7,4000,2.41,0.06,0.155,0.009,0.02058,0.00489,1.233,1.165,12.35,0.02,-1.42,0
8,2,15,6,21,2000,12,7,7,2000,6,15.7,4000,3.92,0.52,0.257,0.014,0.02916,0.00379,1.721,1.617,17.32,0.06,0.89,0
8,2,16,7,7,2000,6,7,23,2000,0,15.7,4000,6.76,0.62,0.698,0.113,0.04968,0.00317,1.804,2.455,23.83,1.97,3.59,0
8,2,17,7,23,2000,0,8,7,2000,18,15.7,4000,21.33,0.07,1.801,0.085,0.0846,0.01516,3.648,7.937,60.26,1.76,-0.67,0
9,1,1,12,15,2000,0,12,31,2000,16,16.7,2800,1.95,0.17,0.144,0.112,0.0092,0.00335,0.87,1.697,6.69,0.1,-9,-9
9,1,2,12,31,2000,16,1,17,2001,8,16.7,2800,2.05,0.12,0.116,0.04,0.01197,0.0019,0.83,1.077,9.94,0.28,-9,-9
9,1,3,1,17,2001,8,2,3,2001,0,16.7,2800,2.11,0.11,0.121,0.03,0.00966,0.001,0.18,1.119,7.8,0.34,-9,-9
9,1,4,2,3,2001,0,2,19,2001,16,16.7,2800,3.39,1.04,0.701,0.767,0.0668,0.00331,0.91,1.052,6.93,1.23,-9,-9
9,1,5,2,19,2001,16,3,8,2001,8,16.7,2800,3.04,0.76,0.388,0.436,0.01779,0.00271,1.03,1.347,12.17,0.74,-9,-9
9,1,6,3,8,2001,8,3,25,2001,0,16.7,2800,2.89,0.16,0.124,0.021,0.01606,0.00409,1.17,1.199,10.27,4.13,-9,-9
9,1,7,3,25,2001,0,4,10,2001,16,16.7,2800,2.38,0.09,0.121,0.028,0.01487,0.00195,1.11,1.269,9.17,1.13,-9,-9
9,1,8,4,10,2001,16,4,27,2001,8,16.7,2800,2.97,0.3,0.29,0.237,0.01514,0.00454,1.18,1.054,8.56,1.54,-9,-9
9,1,9,4,27,2001,8,5,14,2001,0,16.7,2800,2.54,0.17,0.142,0.034,0.04531,0.0002,1,1.301,11.23,4,-9,-9
9,1,10,5,14,2001,0,5,30,2001,16,16.7,2800,2.4,0.2,0.135,0.017,0.00909,0,0.8,1.35,9.17,2.7,-9,-9
9,1,11,5,30,2001,16,6,16,2001,8,16.7,2800,2.42,0.05,0.124,0.017,0.01211,0.0002,0.9,1.08,10.1,1.56,-9,-9
9,1,12,6,16,2001,8,7,3,2001,0,16.7,2800,3.33,0.12,0.153,0.006,0.0169,0.00978,1.41,1.373,13.76,0.12,-9,-9
9,1,13,7,3,2001,0,7,19,2001,16,16.7,2800,3.19,0.12,0.149,0.028,0.01653,0.0002,1.33,1.43,11.79,1.32,-9,-9
9,1,14,7,19,2001,16,8,5,2001,8,16.7,2800,3.72,0.37,0.172,0.036,0.01351,0.00911,1.35,1.337,11.56,4.39,-9,-9
9,1,15,8,5,2001,8,8,22,2001,0,16.7,2800,4.77,0.31,0.232,0.056,0.04962,0.02184,1.36,1.705,15.75,0.02,-9,-9
9,1,16,8,22,2001,0,9,7,2001,16,16.7,2800,4.15,0.11,0.182,0.027,0.02057,0.001,1.32,1.579,14.86,0.93,-9,-9
9,1,17,9,7,2001,16,9,24,2001,8,16.7,2800,2.6,0.17,0.109,0.022,0.01276,0.00352,1.03,1.125,11.19,1.22,-9,-9
9,1,18,9,24,2001,8,10,11,2001,0,16.7,2800,2.75,0.16,0.121,0.008,0.01072,0.0014,0.94,1.128,10.26,0.19,-9,-9
9,1,19,10,11,2001,0,10,27,2001,16,16.7,2800,2.14,0.08,0.078,0.013,0.01106,0.0014,0.97,1.065,8.15,0.57,-9,-9
9,1,20,10,27,2001,16,11,13,2001,8,16.7,2800,2.17,0.11,0.093,0.013,0.01333,0.00536,0.96,1.043,9.56,1.66,-9,-9
9,1,21,11,13,2001,8,11,30,2001,0,16.7,2800,2.33,0.08,0.113,0.019,0.01467,0.00631,1.03,1.099,9.56,0.93,-9,-9
9,2,1,12,15,2000,0,12,31,2000,16,16.7,4000,1.53,0.12,0.108,0.026,0.00669,0.00052,0.62,1.089,9.67,2.21,2.8,0.2
9,2,2,12,31,2000,16,1,17,2001,8,16.7,4000,1.54,0.1,0.076,0.029,0.0074,0.00048,0.44,1.098,8.92,0.05,1.84,0.22
9,2,3,1,17,2001,8,2,3,2001,0,16.7,4000,1.93,0.11,0.082,0.023,0.00935,0.00265,0.68,1.236,8.77,0.53,2.85,2.45
9,2,4,2,3,2001,0,2,19,2001,16,16.7,4000,1.86,0.23,0.072,0.026,0.00732,0.00077,0.59,1.368,8.95,0.38,2.72,0.4
9,2,5,2,19,2001,16,3,8,2001,8,16.7,4000,1.96,0.2,0.073,0.013,0.00983,0.00039,0.68,1.269,9.55,0.48,0.52,3.42
9,2,6,3,8,2001,8,3,25,2001,0,16.7,4000,1.85,0.62,0.091,0.03,0.01001,0.00397,0.97,1.225,11.39,1.01,2.22,0.47
9,2,7,3,25,2001,0,4,10,2001,16,16.7,4000,2.83,0.49,0.159,0.034,0.02899,0.01342,0.97,1.432,11.84,1.87,2.15,0.33
9,2,8,4,10,2001,16,4,27,2001,8,16.7,4000,2.11,0.38,0.075,0.022,0.01141,0.00543,0.12,1.246,11.23,0.5,2.07,1.4
9,2,9,4,27,2001,8,5,14,2001,0,16.7,4000,2.33,0.09,0.089,0.026,0.01456,0.00746,0.84,1.245,9.33,0.89,1.11,3.5
9,2,10,5,14,2001,0,5,30,2001,16,16.7,4000,2.31,0.13,0.075,0.018,0.01032,0.00279,0.9,1.406,10.21,1.24,1.2,1.11
9,2,11,5,30,2001,16,6,16,2001,8,16.7,4000,2.64,0.07,0.078,0.027,0.01422,0.00349,0.97,1.462,12.69,0.13,2.35,0.68
9,2,12,6,16,2001,8,7,3,2001,0,16.7,4000,2.12,0.08,0.084,0.014,0.00772,0.00125,0.98,0.958,7.22,0.16,1.54,2.16
9,2,13,7,3,2001,0,7,19,2001,16,16.7,4000,2.41,0.26,0.093,0.015,0.00944,0,0.91,1.301,10.39,0.16,1.97,0.61
9,2,14,7,19,2001,16,8,5,2001,8,16.7,4000,2.98,0.04,0.118,0.018,0.02139,0.00833,1.21,1.392,11.59,0.23,1.7,1.39
9,2,15,8,5,2001,8,8,22,2001,0,16.7,4000,3.7,0.09,0.141,0.039,0.01469,0.00412,1.16,1.492,14.59,0.9,1.88,1.59
9,2,16,8,22,2001,0,9,7,2001,16,16.7,4000,3.19,0.03,0.104,0.02,0.01528,0.00164,1.12,1.825,16.33,1.31,1.19,0.55
9,2,17,9,7,2001,16,9,24,2001,8,16.7,4000,2.51,0.16,0.07,0.02,0.01359,0.00502,1.11,1.136,9.47,1.35,1.57,0.11
9,2,18,9,24,2001,8,10,11,2001,0,16.7,4000,3.31,0.5,0.229,0.183,0.01577,0.00039,1.44,1.323,12.11,0.87,1.52,0.14
9,2,19,10,11,2001,0,10,27,2001,16,16.7,4000,2.34,0.27,0.167,0.166,0.0102,0.00552,0.85,1.127,10.31,0.79,2.68,0.79
9,2,20,10,27,2001,16,11,13,2001,8,16.7,4000,2.59,0.29,0.086,0.026,0.0093,0.00454,1.06,1.22,11.69,1.12,1.34,0.26
9,2,21,11,13,2001,8,11,30,2001,0,16.7,4000,2.16,0.21,0.075,0.01,0.01494,0.0029,0.7,1.068,8.47,0.54,1.86,0.23
10,1,1,6,14,2002,0,6,30,2002,4,16.17,2800,2.71,0.01,0.199,0.008,0.01104,0.00184,0.87,0.49,-9,-9,-9,-9
10,1,2,6,30,2002,4,7,16,2002,8,16.17,2800,4.32,0.17,0.264,0.024,0.01754,0.0007,1.46,1.387,-9,-9,-9,-9
10,1,3,7,16,2002,8,8,1,2002,12,16.17,2800,6.38,0.08,0.451,0.036,0.02353,0.01281,1.87,2.037,-9,-9,-9,-9
10,1,4,8,1,2002,12,8,17,2002,16,16.17,2800,4.99,0.06,0.333,0.023,0.02547,0.00777,0.81,1.891,-9,-9,-9,-9
10,1,5,8,17,2002,16,9,2,2002,20,16.17,2800,11.95,0.41,1.153,0.064,0.04046,0.029,1.96,5.995,-9,-9,-9,-9
10,1,6,9,2,2002,20,9,19,2002,0,16.17,2800,4.2,0.14,0.326,0.004,0.03639,0.00437,1.31,1.566,-9,-9,-9,-9
10,1,7,9,19,2002,0,10,5,2002,4,16.17,2800,4.71,0.15,0.336,0.024,0.0206,0.00278,1.36,1.374,-9,-9,-9,-9
10,1,8,10,5,2002,4,10,21,2002,8,16.17,2800,4.28,0.02,0.265,0.028,0.04743,0.00871,1.48,1.312,-9,-9,-9,-9
10,1,9,10,21,2002,8,11,6,2002,12,16.17,2800,3.72,0.33,0.3,0.032,0.02646,0.00934,1.17,1.256,-9,-9,-9,-9
10,1,10,11,6,2002,12,11,22,2002,16,16.17,2800,2.42,0.08,0.157,0.012,0.01717,0.00179,0.9,0.485,-9,-9,-9,-9
10,1,11,11,22,2002,16,12,8,2002,20,16.17,2800,2.5,0.14,0.146,0.008,0.0135,0.00475,0.85,0.909,-9,-9,-9,-9
10,1,12,12,8,2002,20,12,25,2002,0,16.17,2800,2.57,0.04,0.177,0.004,0.01672,0.0003,0.7,0.895,-9,-9,-9,-9
10,1,13,12,25,2002,0,1,10,2003,4,16.17,2800,2.53,0.09,0.15,0.032,0.01142,0.00079,0.99,0.976,-9,-9,-9,-9
10,1,14,1,10,2003,4,1,26,2003,8,16.17,2800,3.12,1.09,0.135,0.015,0.01845,0.00347,0.79,0.913,-9,-9,-9,-9
10,1,15,1,26,2003,8,2,11,2003,12,16.17,2800,2.96,0.02,0.16,0.012,0.01127,0.00208,0.94,1.031,-9,-9,-9,-9
10,1,16,2,11,2003,12,2,27,2003,16,16.17,2800,2.83,0.13,0.141,0.004,0.03454,0.01575,0.98,0.92,-9,-9,-9,-9
10,1,17,2,27,2003,16,3,15,2003,20,16.17,2800,3.16,0.16,0.183,0.016,0.01683,0.00934,1.2,1.013,-9,-9,-9,-9
10,1,18,3,15,2003,20,4,1,2003,0,16.17,2800,3.45,0.07,0.241,0.019,0.01152,0.00455,1.32,1.213,-9,-9,-9,-9
10,1,19,4,1,2003,0,4,17,2003,4,16.17,2800,2.75,0.16,0.211,0.015,0.00893,0.00129,0.98,1.01,-9,-9,-9,-9
10,1,20,4,17,2003,4,5,3,2003,8,16.17,2800,2.74,0.09,0.208,0.019,0.01498,0.00218,0.76,0.91,-9,-9,-9,-9
10,1,21,5,3,2003,8,5,19,2003,12,16.17,2800,3.54,0.04,0.289,0.015,0.01775,0.00743,1.27,1.249,-9,-9,-9,-9
10,2,1,6,14,2002,0,6,30,2002,4,16.17,4000,2.29,0.07,0.155,0.004,0.01076,0.00177,0.85,0.711,-9,-9,2.12,0.23
10,2,2,6,30,2002,4,7,16,2002,8,16.17,4000,2.68,0.05,0.193,0.047,0.01422,0.00159,1.11,0.823,-9,-9,0.37,4.24
10,2,3,7,16,2002,8,8,1,2002,12,16.17,4000,5.14,0.09,0.373,0.059,0.02417,0.00347,1.77,0.76,-9,-9,4.38,6.32
10,2,4,8,1,2002,12,8,17,2002,16,16.17,4000,4.35,0.2,0.304,0.032,0.03286,0.00451,1.52,1.446,-9,-9,1.29,0.46
10,2,5,8,17,2002,16,9,2,2002,20,16.17,4000,11.24,0.14,1.064,0.031,0.05233,0.00258,1.89,4.489,-9,-9,0.04,0.65
10,2,6,9,2,2002,20,9,19,2002,0,16.17,4000,5.32,0.1,0.462,0.043,0.10568,0.04672,1.41,2.261,-9,-9,4.05,8.97
10,2,7,9,19,2002,0,10,5,2002,4,16.17,4000,3.78,0.04,0.31,0.004,0.01719,0.0036,0.69,0.571,-9,-9,1.64,0.24
10,2,8,10,5,2002,4,10,21,2002,8,16.17,4000,3.53,0.16,0.274,0.004,0.01659,0.00086,1.34,0.584,-9,-9,1.26,1.35
10,2,9,10,21,2002,8,11,6,2002,12,16.17,4000,3.46,0.14,0.274,0.036,0.01882,0.00347,1.26,0.54,-9,-9,0.53,0.04
10,2,10,11,6,2002,12,11,22,2002,16,16.17,4000,1.99,0.07,0.145,0.024,0.01285,0.00077,0.86,0.812,-9,-9,1.73,0.16
10,2,11,11,22,2002,16,12,8,2002,20,16.17,4000,1.75,0.14,0.121,0.024,0.01047,0.00225,0.67,0.699,-9,-9,1.89,0.59
10,2,12,12,8,2002,20,12,25,2002,0,16.17,4000,1.97,0.05,0.137,0.018,0.01758,0.00258,0.8,0.888,-9,-9,1.77,0.66
10,2,13,12,25,2002,0,1,10,2003,4,16.17,4000,1.56,0.05,0.114,0.006,0.01722,0.0011,0.64,0.727,-9,-9,2.43,0.07
10,2,14,1,10,2003,4,1,26,2003,8,16.17,4000,1.2,0.06,0.094,0.008,0.01076,0.00321,0.46,0.525,-9,-9,2.26,0.67
10,2,15,1,26,2003,8,2,11,2003,12,16.17,4000,1.23,0.09,0.077,0.026,0.00796,0.00173,0.54,0.571,-9,-9,1.62,0.01
10,2,16,2,11,2003,12,2,27,2003,16,16.17,4000,0.93,0.11,0.061,0.018,0.0069,0.00029,0.31,0.424,-9,-9,1.42,0.83
10,2,17,2,27,2003,16,3,15,2003,20,16.17,4000,1.03,0.09,0.076,0.008,0.0058,0.00154,0.35,0.473,-9,-9,2.78,1.33
10,2,18,3,15,2003,20,4,1,2003,0,16.17,4000,0.99,0.05,0.069,0.018,0.00553,0.00043,0.7,0.416,-9,-9,2.06,0.31
10,2,19,4,1,2003,0,4,17,2003,4,16.17,4000,2.53,0.29,0.175,0.012,0.01364,0.00034,0.9,0.876,-9,-9,2.76,1.67
10,2,20,4,17,2003,4,5,3,2003,8,16.17,4000,2.58,0.25,0.168,0.044,0.01209,0.00154,1.12,1.087,-9,-9,1.64,0.26
10,2,21,5,3,2003,8,5,19,2003,12,16.17,4000,2.53,0.04,0.146,0.016,0.01107,0.00201,0.98,0.889,-9,-9,1.73,0.39
11,1,1,11,13,2003,0,11,30,2003,10,17.42,2800,2.63,0.13,0.164,0,0.01951,0.00248,0.56,0.852,-9,-9,-9,-9
